Sender,Sender Name,Receiver,Receiver Name,Seller GLN,Store GLN,Store Name,Region,City,Channel,Order Number,Invoice Number,Order Date,Delivery Date,Delivery Status,Line Number,Barcode,Product Code,Product Description,Product Category,Brand,Requested Qty,Unit of Measure,Unit Cost Price,Unit Selling Price,Discount (%),Net Extended Line Cost,Gross Sales (Before Discount),Profit Margin (%),Currency,Payment Method,Customer ID,Customer Type,Customer Segment,Customer Satisfaction (CSAT),Feedback Comment,Salesperson ID,Employee Attendance % (Month),Marketing Campaign ID,Campaign Channel,Supplier ID,Supplier Name,Supplier Rating,Lead Time (Days),Inventory Level (Before Sale),Stock Replenishment Date,Warehouse Utilization (%),Logistics Cost per Unit,Operational Cost Total,Forecasted Demand (Next Period),Actual Demand,AI Insight Summary
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,CASTLE ROCK N-CASTLE,KwaZulu-Natal,Johannesburg,Online,85073796,1499300633,11/09/2025,12/09/2025,In Transit,3,5.45E+12,7590,Sparl Crem Soda 01X06 2000 Shr,Water,Sprite,20,CS,143.5,171.06,5,3250.14,3421.2,16.11,ZAR,EFT,CUST-4585,Wholesale,Frequent Buyer,3.9,Fast response,EMP-9401,94,MKT-2025-12-SP,In-store,SUP-1962,Monster Energy,4.8,7,424,24/09/2025,85,4.59,197.04,266,203,Customer satisfaction improving month-over-month
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,CASTLE ROCK N-CASTLE,KwaZulu-Natal,Richards Bay,Distributor,75110305,1703951145,06/08/2025,11/08/2025,Pending,5,5.45E+12,3521,Powerade Naart 04X06 500 Pet,Water,Bonaqua,2,CS,143.75,170.57,10,307.03,341.14,15.72,ZAR,EFT,CUST-9202,Distributor,Occasional,3.3,Average experience,EMP-8820,88,MKT-2025-04-FT,In-store,SUP-6102,Coca Cola Beverages,4.5,2,472,22/08/2025,73,4.23,312.76,397,177,Consistent performance across channels
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,CASTLE ROCK N-CASTLE,Limpopo,Cape Town,Retail,96099233,1697519243,06/02/2025,12/02/2025,Pending,8,5.45E+12,8949,Bonaqua Still 04X06 500 Pet,Soft Drinks,Fanta,20,CS,97.15,110.09,5,2091.71,2201.8,11.75,ZAR,EFT,CUST-9778,Distributor,Occasional,4.6,Delayed delivery,EMP-6653,99,MKT-2025-11-BN,Social Media,SUP-3633,Monster Energy,3.8,5,441,20/02/2025,70,1.32,302.04,323,292,Product underperforming; consider promotion
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,CASTLE ROCK N-CASTLE,Western Cape,Johannesburg,Online,69182528,1937934280,28/03/2025,02/04/2025,Pending,7,5.45E+12,8761,Bonaqua Still 01X12 1500 Pet,Juice,Coca-Cola,5,CS,77.3,88.31,0,441.55,441.55,12.47,ZAR,Card,CUST-2296,Retail,New,3.5,Average experience,EMP-8488,86,MKT-2025-03-FT,Social Media,SUP-1638,Monster Energy,4.5,7,222,19/04/2025,64,1.76,64.66,396,438,Sales dropping slightly in inland areas
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,CASTLE ROCK N-CASTLE,KwaZulu-Natal,Richards Bay,Distributor,73673879,1678957106,03/01/2025,10/01/2025,In Transit,4,5.45E+12,9797,Fanta Pineapple 01X06 2000 Shr,Alcoholic Beverages,Sprite,17,CS,107.86,158.38,5,2557.84,2692.46,31.9,ZAR,Cash,CUST-2733,Distributor,High Value,2.6,Delayed delivery,EMP-3906,99,MKT-2025-04-CC,Billboard,SUP-4666,Monster Energy,4.1,7,388,30/01/2025,66,4.13,101.84,368,388,Customer satisfaction improving month-over-month
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,CASTLE ROCK N-CASTLE,Gauteng,Polokwane,Retail,69044428,1274035426,28/04/2025,30/04/2025,Delivered,4,5.45E+12,5724,Coca-Cola   24X200Ml Can,Juice,Bonaqua,9,CS,83.82,103.2,10,835.92,928.8,18.78,ZAR,EFT,CUST-5685,Wholesale,High Value,3.2,Average experience,EMP-1866,99,MKT-2025-02-FT,TV,SUP-4230,Coca Cola Beverages,4,4,361,16/05/2025,75,2.62,159.16,374,293,High-performing SKU; demand increasing in coastal regions
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,CASTLE ROCK N-CASTLE,KwaZulu-Natal,Johannesburg,Distributor,17726586,1135770491,08/08/2025,11/08/2025,Pending,6,5.45E+12,9835,SCHW TONIC WATER 04X06 200 CAN,Alcoholic Beverages,Sprite,7,CS,77.27,111.62,0,781.34,781.34,30.77,ZAR,Card,CUST-9563,Distributor,Frequent Buyer,3.3,Average experience,EMP-4501,100,MKT-2025-03-CC,In-store,SUP-3848,Bonaqua Distributors,3.9,3,163,17/08/2025,70,2.89,381.05,471,209,High-performing SKU; demand increasing in coastal regions
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,CASTLE ROCK N-CASTLE,Limpopo,Richards Bay,Online,68829433,1957683397,22/07/2025,23/07/2025,In Transit,4,5.45E+12,6861,Sch Soda 01X06 2000 Shr,Alcoholic Beverages,Sprite,5,CS,98.39,110.26,5,523.73,551.3,10.77,ZAR,Cash,CUST-6312,Retail,Frequent Buyer,2.5,Fast response,EMP-6125,97,MKT-2025-08-CC,In-store,SUP-7474,Bonaqua Distributors,4.5,3,109,18/08/2025,60,1.89,273.49,289,198,High-performing SKU; demand increasing in coastal regions
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,CASTLE ROCK N-CASTLE,Western Cape,Polokwane,Distributor,15681156,1880670115,11/07/2025,13/07/2025,Pending,1,5.45E+12,2209,Schw Lemonade 01X12 1000 Shr,Energy Drinks,Sprite,18,CS,102.07,149.48,10,2421.58,2690.64,31.72,ZAR,Cash,CUST-6887,Retail,New,3.4,Delayed delivery,EMP-7338,93,MKT-2025-04-BN,In-store,SUP-1863,Bonaqua Distributors,4.5,2,463,22/07/2025,83,4.62,416.13,208,417,Sales dropping slightly in inland areas
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,KwaZulu-Natal,Cape Town,Retail,23676193,1238238027,09/06/2025,14/06/2025,In Transit,6,5.45E+12,2208,Stoney 01X06 2000 Shr,Energy Drinks,Fanta,13,CS,139.78,168.27,0,2187.51,2187.51,16.93,ZAR,EFT,CUST-4343,Wholesale,New,2.9,Product quality good,EMP-5485,89,MKT-2025-03-FT,In-store,SUP-8960,Coca Cola Beverages,3.7,7,333,08/07/2025,71,1.49,257.63,494,407,Sales dropping slightly in inland areas
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Western Cape,Richards Bay,Distributor,37779154,1071043888,30/06/2025,05/07/2025,Pending,8,5.45E+12,6244,Iron Brew 01X06 2000 Shr,Water,Fanta,3,CS,110.99,143.27,0,429.81,429.81,22.53,ZAR,EFT,CUST-8240,Wholesale,Occasional,3.5,Delayed delivery,EMP-2834,92,MKT-2025-09-FT,Social Media,SUP-4308,Coca Cola Beverages,4,6,66,11/07/2025,69,3.43,226.86,207,389,High-performing SKU; demand increasing in coastal regions
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Limpopo,Johannesburg,Distributor,32636022,1817697410,11/03/2025,18/03/2025,Delivered,9,5.45E+12,6582,Twist Lemon 01X06 2000 Shr,Juice,Sprite,5,CS,90.83,117.77,10,529.97,588.85,22.88,ZAR,Cash,CUST-7071,Distributor,New,2.9,Fast response,EMP-4100,86,MKT-2025-12-SP,TV,SUP-2188,Monster Energy,4.7,1,83,04/04/2025,60,4.15,231.92,201,186,Product underperforming; consider promotion
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Limpopo,Johannesburg,Retail,18491194,1910061175,29/04/2025,02/05/2025,In Transit,2,5.45E+12,1039,TWIST GRANDILLA 01X06 2000 SHR,Alcoholic Beverages,Bonaqua,15,CS,74.97,93.47,0,1402.05,1402.05,19.79,ZAR,Cash,CUST-2870,Distributor,High Value,3.3,Fast response,EMP-4767,85,MKT-2025-10-SP,Social Media,SUP-9174,Bonaqua Distributors,4.6,5,430,24/05/2025,81,3.25,329.21,395,262,Customer satisfaction improving month-over-month
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Limpopo,Richards Bay,Distributor,57352426,1648297180,22/08/2025,25/08/2025,Delivered,5,5.45E+12,8098,Bonaqua Naart 04X06 500 Pet,Soft Drinks,Sprite,3,CS,60.46,75,0,225,225,19.39,ZAR,Cash,CUST-1409,Retail,High Value,4.2,Delayed delivery,EMP-9896,91,MKT-2025-01-CC,TV,SUP-5024,Monster Energy,4.9,1,223,01/09/2025,64,1.12,269.96,456,424,Consistent performance across channels
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Limpopo,Cape Town,Online,22692838,1969804090,23/07/2025,25/07/2025,In Transit,1,5.45E+12,2652,Bonaqua Litchi 04X06 500 Pet,Juice,Sprite,20,CS,103.55,139.75,0,2795,2795,25.9,ZAR,EFT,CUST-6618,Distributor,Occasional,3.8,Average experience,EMP-5649,94,MKT-2025-05-FT,In-store,SUP-2532,Coca Cola Beverages,4.2,6,269,05/08/2025,78,4.22,240.96,325,198,Consistent performance across channels
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Eastern Cape,Polokwane,Distributor,33446590,1248379305,29/08/2025,01/09/2025,Pending,3,5.45E+12,3432,Water Strawberry Bonaqua 6X500Ml Bott,Water,Fanta,11,CS,54.04,61.56,0,677.16,677.16,12.22,ZAR,Cash,CUST-2065,Retail,High Value,2.8,Fast response,EMP-2925,98,MKT-2025-01-CC,TV,SUP-2024,Coca Cola Beverages,3.7,4,364,11/09/2025,95,1.44,379.28,320,285,Sales dropping slightly in inland areas
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Gauteng,Polokwane,Distributor,21985184,1029470607,04/08/2025,07/08/2025,Delivered,7,5.45E+12,5730,Valpre Sparkle 04X06 500 Pet,Juice,Fanta,12,CS,67.38,88.2,10,952.56,1058.4,23.61,ZAR,Card,CUST-8800,Retail,High Value,2.8,Fast response,EMP-7378,92,MKT-2025-11-CC,Social Media,SUP-4619,Monster Energy,4,5,148,27/08/2025,93,2.8,58.06,485,211,Sales dropping slightly in inland areas
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,KwaZulu-Natal,Richards Bay,Distributor,52895206,1513876012,21/05/2025,28/05/2025,In Transit,4,5.45E+12,8751,Sparl Pine Nut 01X06 2000 Shr,Water,Sprite,5,CS,67.97,94.17,10,423.77,470.85,27.82,ZAR,EFT,CUST-3576,Wholesale,Frequent Buyer,2.6,Delayed delivery,EMP-3824,90,MKT-2025-03-BN,Billboard,SUP-2182,Bonaqua Distributors,4.5,3,375,19/06/2025,83,1.32,253.77,356,256,High-performing SKU; demand increasing in coastal regions
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,KwaZulu-Natal,Port Elizabeth,Retail,23427838,1816863810,11/05/2025,17/05/2025,In Transit,5,5.45E+12,2042,Water Strawberry Bonaqua 1.5L  Bottle,Soft Drinks,Coca-Cola,14,CS,139.13,186.11,5,2475.26,2605.54,25.24,ZAR,EFT,CUST-2631,Retail,New,2.8,Delayed delivery,EMP-3884,97,MKT-2025-01-CC,In-store,SUP-5777,Monster Energy,4,1,223,29/05/2025,93,2.86,498.38,225,387,Customer satisfaction improving month-over-month
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Eastern Cape,Johannesburg,Online,98195978,1517325960,08/08/2025,10/08/2025,In Transit,5,5.45E+12,3689,GRAPETISER RED 300ML 04X06 CAN,Water,Sprite,18,CS,80.45,115.98,5,1983.26,2087.64,30.63,ZAR,Card,CUST-8099,Retail,New,2.9,Great service,EMP-9847,91,MKT-2025-11-SP,Billboard,SUP-6152,Bonaqua Distributors,3.5,5,263,29/08/2025,66,2.59,373.71,496,392,Sales dropping slightly in inland areas
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Limpopo,Richards Bay,Online,48263523,1834180322,31/03/2025,05/04/2025,Pending,10,5.45E+12,9559,APPLETISER 300ML 04X06 CAN,Soft Drinks,Bonaqua,6,CS,122.26,145.97,0,875.82,875.82,16.24,ZAR,Cash,CUST-4418,Retail,Frequent Buyer,4.9,Product quality good,EMP-5009,87,MKT-2025-02-FT,TV,SUP-6964,Bonaqua Distributors,3.6,4,282,07/04/2025,83,2.56,258.08,206,389,Product underperforming; consider promotion
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Limpopo,Port Elizabeth,Distributor,97618506,1370229231,30/09/2025,07/10/2025,In Transit,1,5.45E+12,5857,Bonaqua Still 04X06 750 Pet,Alcoholic Beverages,Bonaqua,13,CS,120.79,174.64,10,2043.29,2270.32,30.83,ZAR,Card,CUST-8801,Distributor,Occasional,2.7,Product quality good,EMP-6851,86,MKT-2025-12-SP,Social Media,SUP-9491,Coca Cola Beverages,3.9,5,377,12/10/2025,61,4.58,320.25,207,199,Customer satisfaction improving month-over-month
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Western Cape,Port Elizabeth,Online,90788094,1265328900,23/09/2025,26/09/2025,Pending,7,5.45E+12,5833,COKE 04X06 300ml PET,Water,Sprite,6,CS,107.06,138.62,0,831.72,831.72,22.77,ZAR,Card,CUST-5398,Wholesale,New,3.4,Delayed delivery,EMP-6747,98,MKT-2025-05-CC,In-store,SUP-8858,Bonaqua Distributors,4.9,3,246,16/10/2025,87,1.03,63.82,490,291,Sales dropping slightly in inland areas
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Limpopo,Johannesburg,Online,67283934,1152417342,12/05/2025,18/05/2025,Delivered,4,5.45E+12,9366,Appletiser 01X12 1250 Pt,Water,Bonaqua,10,CS,122.68,179.68,10,1617.12,1796.8,31.72,ZAR,Cash,CUST-9972,Retail,Occasional,3.3,Average experience,EMP-6095,98,MKT-2025-10-CC,Social Media,SUP-6530,Coca Cola Beverages,4.9,7,366,21/05/2025,85,3.25,383.54,236,335,Consistent performance across channels
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,KwaZulu-Natal,Port Elizabeth,Distributor,13405074,1420977541,04/08/2025,08/08/2025,In Transit,7,5.45E+12,4130,Gtiser Red Grape 01X12 1250 Pt,Energy Drinks,Fanta,12,CS,110.4,160.99,0,1931.88,1931.88,31.42,ZAR,Card,CUST-8124,Distributor,New,3.8,Fast response,EMP-9172,89,MKT-2025-01-SP,TV,SUP-6011,Monster Energy,4.5,3,224,16/08/2025,65,4.51,131.49,429,155,Product underperforming; consider promotion
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Eastern Cape,Polokwane,Retail,20561276,1178490818,17/08/2025,24/08/2025,Delivered,9,5.45E+12,3498,Monster Original 06X04 500 Can,Soft Drinks,Coca-Cola,16,CS,112.95,149.1,10,2147.04,2385.6,24.25,ZAR,EFT,CUST-4619,Wholesale,New,3.2,Product quality good,EMP-1642,98,MKT-2025-06-FT,TV,SUP-2725,Bonaqua Distributors,4.1,7,496,08/09/2025,72,2.73,149.06,239,161,Product underperforming; consider promotion
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Gauteng,Polokwane,Distributor,47874745,1972759626,07/05/2025,10/05/2025,In Transit,4,5.45E+12,9285,Monster Doctor 06X04 500 Can,Soft Drinks,Bonaqua,13,CS,61.34,68.27,10,798.76,887.51,10.15,ZAR,Card,CUST-3969,Retail,High Value,3.2,Delayed delivery,EMP-1520,86,MKT-2025-12-FT,Billboard,SUP-7811,Coca Cola Beverages,3.8,3,107,31/05/2025,79,2.32,277.15,326,189,High-performing SKU; demand increasing in coastal regions
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,KwaZulu-Natal,Cape Town,Online,83455807,1393027911,20/01/2025,25/01/2025,Pending,10,5.45E+12,1150,Monster Ultra 06X04 500 Can,Alcoholic Beverages,Coca-Cola,9,CS,134.26,199.72,0,1797.48,1797.48,32.78,ZAR,EFT,CUST-7549,Distributor,Frequent Buyer,4.9,Product quality good,EMP-1048,94,MKT-2025-08-FT,Billboard,SUP-5070,Monster Energy,4.8,3,283,14/02/2025,92,3.52,68.98,367,217,Consistent performance across channels
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Gauteng,Port Elizabeth,Retail,12993457,1999135031,19/06/2025,23/06/2025,Pending,6,5.45E+12,1791,Monster Mega 01X24 553 Can,Soft Drinks,Monster,1,CS,140.23,186.43,5,177.11,186.43,24.78,ZAR,Cash,CUST-5929,Retail,High Value,3.5,Great service,EMP-5513,90,MKT-2025-03-SP,TV,SUP-9571,Monster Energy,4.8,1,105,09/07/2025,88,1.19,370.58,205,337,Sales dropping slightly in inland areas
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Limpopo,Johannesburg,Distributor,55319838,1780585929,23/02/2025,02/03/2025,Delivered,2,5.45E+12,8945,Fanta Orange 01X24 440 Pet,Alcoholic Beverages,Bonaqua,2,CS,131.48,170.4,0,340.8,340.8,22.84,ZAR,EFT,CUST-1906,Distributor,New,4.2,Product quality good,EMP-8266,86,MKT-2025-05-FT,In-store,SUP-4042,Coca Cola Beverages,4.2,5,406,22/03/2025,66,4.59,363.82,445,404,High-performing SKU; demand increasing in coastal regions
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Eastern Cape,Polokwane,Online,58126313,1031110617,23/04/2025,26/04/2025,In Transit,7,5.45E+12,9081,Twist Lemon 01X24 440 Pet,Water,Fanta,9,CS,81.78,100.87,5,862.44,907.83,18.93,ZAR,EFT,CUST-1050,Retail,Occasional,3.1,Product quality good,EMP-4985,95,MKT-2025-01-SP,In-store,SUP-6759,Monster Energy,4.4,6,366,08/05/2025,73,4.57,408.81,474,440,Product underperforming; consider promotion
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Gauteng,Johannesburg,Distributor,65170799,1362233834,18/04/2025,25/04/2025,Pending,9,5.45E+12,4650,Twist Granadilla 01X24 440 Pet,Juice,Fanta,15,CS,77.89,101.9,0,1528.5,1528.5,23.56,ZAR,Card,CUST-5009,Wholesale,Occasional,2.5,Great service,EMP-1260,98,MKT-2025-08-BN,Billboard,SUP-5319,Bonaqua Distributors,3.9,3,232,29/04/2025,76,4.11,171.11,245,241,High-performing SKU; demand increasing in coastal regions
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,KwaZulu-Natal,Richards Bay,Retail,18373860,1914632664,16/03/2025,18/03/2025,Delivered,7,5.45E+12,7789,Sparl Creme Soda 01X24 440 Pet,Juice,Fanta,5,CS,65.99,77.32,5,367.27,386.6,14.65,ZAR,Card,CUST-3826,Distributor,New,3.6,Delayed delivery,EMP-8328,95,MKT-2025-10-SP,Social Media,SUP-7985,Coca Cola Beverages,4.5,2,184,08/04/2025,75,3.43,150.12,471,409,Product underperforming; consider promotion
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Gauteng,Port Elizabeth,Online,31869962,1024275251,11/03/2025,14/03/2025,Pending,9,5.45E+12,8980,Coke 01X24 440 Pet,Energy Drinks,Coca-Cola,8,CS,70.37,95.54,10,687.89,764.32,26.34,ZAR,Card,CUST-7838,Retail,New,4.9,Product quality good,EMP-1835,91,MKT-2025-04-SP,TV,SUP-4045,Coca Cola Beverages,3.7,2,169,26/03/2025,86,2.5,99.52,422,241,Product underperforming; consider promotion
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,KwaZulu-Natal,Port Elizabeth,Online,52098782,1586638557,05/06/2025,07/06/2025,Delivered,8,5.45E+12,5326,Stoney 01X24 440 Pet,Juice,Fanta,17,CS,135.72,154.36,0,2624.12,2624.12,12.08,ZAR,Card,CUST-3077,Distributor,Occasional,4.5,Delayed delivery,EMP-1337,85,MKT-2025-03-BN,In-store,SUP-2677,Bonaqua Distributors,4.3,2,337,24/06/2025,76,1.22,85.96,229,404,Consistent performance across channels
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Limpopo,Port Elizabeth,Distributor,79659548,1536071831,14/08/2025,19/08/2025,In Transit,7,5.45E+12,6970,Sprite Ls 01X24 440 Pet,Juice,Fanta,11,CS,110.32,150.44,0,1654.84,1654.84,26.67,ZAR,Cash,CUST-5908,Distributor,Frequent Buyer,2.7,Delayed delivery,EMP-2804,100,MKT-2025-02-SP,In-store,SUP-5318,Bonaqua Distributors,4.5,3,250,29/08/2025,76,2.97,93.78,462,402,Consistent performance across channels
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Western Cape,Polokwane,Distributor,17056128,1201226128,06/05/2025,09/05/2025,Pending,4,5.45E+12,3137,SPRITE ZERO 01X24 440ML PET,Energy Drinks,Bonaqua,2,CS,120.06,170.69,5,324.31,341.38,29.66,ZAR,Cash,CUST-5616,Retail,Occasional,3.3,Product quality good,EMP-1465,94,MKT-2025-01-FT,In-store,SUP-1589,Monster Energy,4.1,7,54,20/05/2025,68,1.48,73.69,253,446,Customer satisfaction improving month-over-month
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Gauteng,Polokwane,Online,71852851,1941078521,12/04/2025,14/04/2025,Pending,7,5.45E+12,6469,Powerade Mountain Blast Zero 500Ml,Juice,Fanta,8,CS,142.96,166.09,5,1262.28,1328.72,13.93,ZAR,Card,CUST-9303,Distributor,Frequent Buyer,2.8,Product quality good,EMP-5579,91,MKT-2025-04-FT,Social Media,SUP-6412,Monster Energy,3.8,2,452,21/04/2025,88,3.26,189.12,440,339,Customer satisfaction improving month-over-month
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,KwaZulu-Natal,Polokwane,Online,20965050,1924548896,02/06/2025,06/06/2025,Pending,6,5.45E+12,4026,COKE NO SUGAR 01X06 2250 SHR,Soft Drinks,Monster,19,CS,98.32,141.57,0,2689.83,2689.83,30.55,ZAR,Card,CUST-4218,Retail,Occasional,3.7,Fast response,EMP-7016,99,MKT-2025-11-SP,TV,SUP-9438,Bonaqua Distributors,4.2,1,259,24/06/2025,91,1.73,452.15,398,160,High-performing SKU; demand increasing in coastal regions
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,KwaZulu-Natal,Polokwane,Online,45886667,1574387652,03/10/2025,05/10/2025,In Transit,5,5.45E+12,1994,COKE LIGHT NS 01X06 2250 SHR,Soft Drinks,Bonaqua,3,CS,146.49,215.03,0,645.09,645.09,31.87,ZAR,Card,CUST-7126,Distributor,Occasional,3.9,Fast response,EMP-6536,98,MKT-2025-05-FT,Social Media,SUP-9208,Bonaqua Distributors,3.9,7,257,28/10/2025,72,4.35,161.2,446,394,Sales dropping slightly in inland areas
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,WINDERMERE DBN,Limpopo,Polokwane,Distributor,71053022,1488012491,17/10/2025,20/10/2025,Pending,9,5.45E+12,6367,Stoney Zero 01X12 1500 Shr,Water,Bonaqua,16,CS,96.25,143.26,0,2292.16,2292.16,32.81,ZAR,Card,CUST-3006,Wholesale,New,3.9,Great service,EMP-4302,96,MKT-2025-12-BN,In-store,SUP-5702,Bonaqua Distributors,4.9,4,232,04/11/2025,67,1.05,128.99,428,351,High-performing SKU; demand increasing in coastal regions
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,WINDERMERE DBN,Gauteng,Polokwane,Distributor,57828072,1348855182,21/09/2025,24/09/2025,Pending,2,5.45E+12,3858,SCHW DRY LEMON LS  01X12 1000 PT,Alcoholic Beverages,Coca-Cola,10,CS,88.82,108.94,5,1034.93,1089.4,18.47,ZAR,Card,CUST-7051,Wholesale,Occasional,4.4,Delayed delivery,EMP-6715,89,MKT-2025-02-FT,Social Media,SUP-1597,Bonaqua Distributors,3.9,7,468,20/10/2025,62,2.21,278.16,323,291,High-performing SKU; demand increasing in coastal regions
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,WINDERMERE DBN,Eastern Cape,Richards Bay,Retail,96707398,1939113096,17/04/2025,21/04/2025,Delivered,10,5.45E+12,2703,COKE NO SUGAR 04X06 300ml PET,Juice,Sprite,7,CS,140.4,210.17,10,1324.07,1471.19,33.2,ZAR,EFT,CUST-5621,Wholesale,New,4.2,Fast response,EMP-3562,94,MKT-2025-07-BN,Billboard,SUP-5204,Monster Energy,4.5,1,141,17/05/2025,88,2.9,431.26,360,324,Customer satisfaction improving month-over-month
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,WINDERMERE DBN,Western Cape,Richards Bay,Retail,36989606,1378408349,29/07/2025,04/08/2025,Delivered,9,5.45E+12,4738,SPRITE ZERO 04X06 300 CAN,Alcoholic Beverages,Bonaqua,7,CS,123.49,174.03,0,1218.21,1218.21,29.04,ZAR,EFT,CUST-6826,Distributor,New,3.4,Great service,EMP-7642,90,MKT-2025-08-BN,Billboard,SUP-7658,Monster Energy,3.8,1,122,15/08/2025,66,1.41,389.74,358,447,Customer satisfaction improving month-over-month
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,WINDERMERE DBN,KwaZulu-Natal,Polokwane,Retail,29730324,1415885691,25/06/2025,28/06/2025,Delivered,10,5.45E+12,4891,Stoney Xtra Ging 01X06 2000Shr,Juice,Sprite,6,CS,134.72,153.18,0,919.08,919.08,12.05,ZAR,Cash,CUST-7867,Wholesale,Occasional,3.3,Fast response,EMP-1747,93,MKT-2025-09-CC,Social Media,SUP-5589,Coca Cola Beverages,4.4,1,257,15/07/2025,94,1.01,439.45,430,377,Consistent performance across channels
